Date,Open,High,Low,Close,Adj Close,Volume
20150901,54.490002,54.915001,54.014999,108.629997,54.314999,9385200
20150902,55.075001,55.389999,54.599998,110.699997,55.349998,8536400
20150903,55.615002,56.044998,55.205002,110.849998,55.424999,6065000
20150904,54.610001,55.215,54.470001,109.690002,54.845001,7126200
20150908,55.73,55.935001,55.110001,111.75,55.875,5511400
20150909,56.355,56.494999,54.805,109.860001,54.93,6349800
20150910,54.830002,55.52,54.470001,110.379997,55.189999,7363000
20150911,55.115002,55.919998,54.994999,111.82,55.91,5589600
20150914,55.755001,56.029999,55.57,111.889999,55.945,6833200
20150915,55.950001,57.040001,55.400002,113.839996,56.919998,7699400
20150916,57.165001,57.955002,56.919998,115.580002,57.790001,8104400
20150917,57.619999,58.395,57.279999,115.269997,57.634998,8062600
20150918,57.075001,57.814999,56.880001,115.050003,57.525002,18615000
20150921,57.834999,58.544998,57.380001,116.559998,58.279999,8746600
20150922,57.625,58.080002,57.189999,115.970001,57.985001,7555400
20150923,57.985001,58.299999,57.599998,115.43,57.715,9055800
20150924,57.150002,57.575001,56.75,114.790001,57.395,14352600
20150925,61.564999,62.974998,61.349998,125,62.5,36968200
20150928,62.25,62.380001,60.424999,122.139999,61.07,16450800
20150929,61,61.044998,59.525002,119.669998,59.834999,14414400
20150930,60.369999,61.560001,60.369999,122.970001,61.485001,9437800
20151001,61.580002,61.970001,60.639999,123.830002,61.915001,8994200
20151002,61.044998,62.605,60.779999,125.209999,62.605,9114400
20151005,62.919998,63.244999,62.044998,124.269997,62.134998,9646400
20151006,62.134998,62.400002,61.294998,123.190002,61.595001,7665400
20151007,61.805,62.224998,60.5,122.099998,61.049999,10215400
20151008,61.459999,62.619999,61.334999,124.910004,62.455002,7622600
20151009,62.279999,62.669998,62.044998,124.940002,62.470001,6940600
20151012,62.599998,63.549999,62.509998,126.43,63.215,5449000
20151013,63,63.27,62.794998,125.809998,62.904999,6355400
20151014,62.994999,63.305,62.695,125.839996,62.919998,6509000
20151015,63.610001,64.584999,63.48,128.789993,64.394997,10764800
20151016,64.75,65.294998,64.434998,130.470001,65.235001,9321600
20151019,65.855003,66.760002,65.555,133.210007,66.605003,12587800
20151020,66.525002,66.68,65.985001,132.369995,66.184998,8869400
20151021,66.324997,66.610001,65.915001,132.470001,66.235001,5504000
20151022,66.434998,66.724998,65.290001,132.410004,66.205002,9294800
20151023,66.535004,66.599998,64.455002,130.529999,65.264999,10517800
20151026,65.135002,66.114998,65.135002,131.380005,65.690002,6882800
20151027,65.5,65.620003,64.830002,130.820007,65.410004,6150000
20151028,65.860001,66.025002,64.964996,131.289993,65.644997,7091400
20151029,65.339996,65.735001,64.980003,131.119995,65.559998,4959000
20151030,65.775002,65.809998,65.035004,131.029999,65.514999,7230800
20151102,65.864998,66,64.730003,131.190002,65.595001,6123200
20151103,65.620003,65.849998,65.339996,131.399994,65.699997,5492000
20151104,65.695,65.934998,64.940002,130.360001,65.18,5190200
