Date,Open,High,Low,Close,Adj Close,Volume,,,
20151104,123.129997,123.82,121.620003,122,122,44886100,,,
20151105,121.849998,122.690002,120.18,120.919998,120.919998,39552700,,,
20151106,121.110001,121.809998,120.620003,121.059998,121.059998,33042300,,,
20151109,120.959999,121.809998,120.050003,120.57,120.57,33871400,,,
20151110,116.900002,118.07,116.059998,116.769997,116.769997,59127900,,,
20151111,116.370003,117.419998,115.209999,116.110001,116.110001,45218000,,,
20151112,116.260002,116.82,115.650002,115.720001,115.720001,32525600,,,
20151113,115.199997,115.57,112.269997,112.339996,112.339996,45812400,,,
20151116,111.379997,114.239998,111,114.18,114.18,38106700,,,
20151117,114.919998,115.050003,113.32,113.690002,113.690002,27616900,,,
20151118,115.760002,117.489998,115.5,117.290001,117.290001,46674700,,,
20151119,117.639999,119.75,116.760002,118.779999,118.779999,43295800,,,
20151120,119.199997,119.919998,118.849998,119.300003,119.300003,34287100,,,
20151123,119.269997,119.730003,117.339996,117.75,117.75,32482500,,,
20151124,117.330002,119.349998,117.120003,118.879997,118.879997,42803200,,,
20151125,119.209999,119.230003,117.919998,118.029999,118.029999,21388300,,,
20151127,118.290001,118.410004,117.599998,117.809998,117.809998,13046400,,,
20151130,117.989998,119.410004,117.75,118.300003,118.300003,39180300,,,
20151201,118.75,118.809998,116.860001,117.339996,117.339996,34852400,,,
20151202,117.339996,118.110001,116.080002,116.279999,116.279999,33386600,,,
20151203,116.550003,116.790001,114.220001,115.199997,115.199997,41569500,,,
20151204,115.290001,119.25,115.110001,119.029999,119.029999,57777000,,,
20151207,118.980003,119.860001,117.809998,118.279999,118.279999,32084200,,,
20151208,117.519997,118.599998,116.860001,118.230003,118.230003,34309500,,,
20151209,117.639999,117.690002,115.080002,115.620003,115.620003,46361400,,,
20151210,116.040001,116.940002,115.510002,116.169998,116.169998,29104200,,,
20151211,115.190002,115.389999,112.849998,113.18,113.18,46886200,,,
20151214,112.18,112.68,109.790001,112.480003,112.480003,64318700,,,
20151215,111.940002,112.800003,110.349998,110.489998,110.489998,53323100,,B30daySMA,116.7713328
20151216,111.07,111.989998,108.800003,111.339996,111.339996,56238500,,,
20151217,112.019997,112.25,108.980003,108.980003,108.980003,44772800,,,
20151218,108.910004,109.519997,105.809998,106.029999,106.029999,96453300,,A7daySMA,107.5757153
20151221,107.279999,107.370003,105.57,107.330002,107.330002,47590600,,A30daySMA,101.3643328
20151222,107.400002,107.720001,106.449997,107.230003,107.230003,32789400,,A60daySMA,99.66283312
20151223,107.269997,108.849998,107.199997,108.610001,108.610001,32657400,,A90daySMA,102.2917777
20151224,109,109,107.949997,108.029999,108.029999,13570400,,,
20151228,107.589996,107.690002,106.18,106.82,106.82,26704200,,,
20151229,106.959999,109.43,106.860001,108.739998,108.739998,30931200,,,
20151230,108.580002,108.699997,107.18,107.32,107.32,25213800,,,
20151231,107.010002,107.029999,104.82,105.260002,105.260002,40635300,,,
20160104,102.610001,105.370003,102,105.349998,105.349998,67649400,,,
20160105,105.75,105.849998,102.410004,102.709999,102.709999,55791000,,,
20160106,100.559998,102.370003,99.870003,100.699997,100.699997,68457400,,,
20160107,98.68,100.129997,96.43,96.449997,96.449997,81094400,,,
20160108,98.550003,99.110001,96.760002,96.959999,96.959999,70798000,,,
20160111,98.970001,99.059998,97.339996,98.529999,98.529999,49739400,,,
20160112,100.550003,100.690002,98.839996,99.959999,99.959999,49154200,,,
20160113,100.32,101.190002,97.300003,97.389999,97.389999,62439600,,,
20160114,97.959999,100.480003,95.739998,99.519997,99.519997,63170100,,,
20160115,96.199997,97.709999,95.360001,97.129997,97.129997,79010000,,,
20160119,98.410004,98.650002,95.5,96.660004,96.660004,53087700,,,
20160120,95.099998,98.190002,93.419998,96.790001,96.790001,72334400,,,
20160121,97.059998,97.879997,94.940002,96.300003,96.300003,52161500,,,
20160122,98.629997,101.459999,98.370003,101.419998,101.419998,65800500,,,
20160125,101.519997,101.529999,99.209999,99.440002,99.440002,51794500,,,
20160126,99.93,100.879997,98.07,99.989998,99.989998,75077000,,,
20160127,96.040001,96.629997,93.339996,93.419998,93.419998,133369700,,,
20160128,93.790001,94.519997,92.389999,94.089996,94.089996,55678800,,,
20160129,94.790001,97.339996,94.349998,97.339996,97.339996,64416500,,,
20160201,96.470001,96.709999,95.400002,96.43,96.43,40943500,,,
20160202,95.419998,96.040001,94.279999,94.480003,94.480003,37357200,,,
20160203,95,96.839996,94.080002,96.349998,96.349998,45964300,,,
20160204,95.860001,97.330002,95.190002,96.599998,96.599998,46471700,,,
20160205,96.519997,96.919998,93.690002,94.019997,94.019997,46418100,,,
20160208,93.129997,95.699997,93.040001,95.010002,95.010002,54021400,,,
20160209,94.290001,95.940002,93.93,94.989998,94.989998,44331200,,,
20160210,95.919998,96.349998,94.099998,94.269997,94.269997,42343600,,,
20160211,93.790001,94.720001,92.589996,93.699997,93.699997,50074700,,,
20160212,94.190002,94.5,93.010002,93.989998,93.989998,40351400,,,
20160216,95.019997,96.849998,94.610001,96.639999,96.639999,49057900,,,
20160217,96.669998,98.209999,96.150002,98.120003,98.120003,44863200,,,
20160218,98.839996,98.889999,96.089996,96.260002,96.260002,39021000,,,
20160219,96,96.760002,95.800003,96.040001,96.040001,35374200,,,
20160222,96.309998,96.900002,95.919998,96.879997,96.879997,34280800,,,
20160223,96.400002,96.5,94.550003,94.690002,94.690002,31942600,,,
20160224,93.980003,96.379997,93.32,96.099998,96.099998,36255700,,,
20160225,96.050003,96.760002,95.25,96.760002,96.760002,27582700,,,
20160226,97.199997,98.019997,96.580002,96.910004,96.910004,28991100,,,
20160229,96.860001,98.230003,96.650002,96.690002,96.690002,35216300,,,
20160301,97.650002,100.769997,97.419998,100.529999,100.529999,50407100,,,
20160302,100.510002,100.889999,99.639999,100.75,100.75,33169600,,,
20160303,100.580002,101.709999,100.449997,101.5,101.5,36955700,,,
20160304,102.370003,103.75,101.370003,103.010002,103.010002,46055100,,,
20160307,102.389999,102.830002,100.959999,101.870003,101.870003,35828900,,,
20160308,100.779999,101.760002,100.400002,101.029999,101.029999,31561900,,,
20160309,101.309998,101.580002,100.269997,101.120003,101.120003,27201700,,,
20160310,101.410004,102.239998,100.150002,101.169998,101.169998,33513600,,,
20160311,102.239998,102.279999,101.5,102.260002,102.260002,27408200,,,
20160314,101.910004,102.910004,101.779999,102.519997,102.519997,25076100,,,
20160315,103.959999,105.18,103.849998,104.580002,104.580002,40067700,,,
20160316,104.610001,106.309998,104.589996,105.970001,105.970001,38303500,,,
20160317,105.519997,106.470001,104.959999,105.800003,105.800003,34420700,,,
20160318,106.339996,106.5,105.190002,105.919998,105.919998,44205200,,,
20160321,105.93,107.650002,105.139999,105.910004,105.910004,35502700,,,
20160322,105.25,107.290001,105.209999,106.720001,106.720001,32444400,,,
20160323,106.480003,107.07,105.900002,106.129997,106.129997,25703500,,,
20160324,105.470001,106.25,104.889999,105.669998,105.669998,26133000,,,
20160328,106,106.190002,105.059998,105.190002,105.190002,19411400,,,
20160329,104.889999,107.790001,104.879997,107.68,107.68,31190100,,,
20160330,108.650002,110.419998,108.599998,109.559998,109.559998,45601100,,,
20160331,109.720001,109.900002,108.879997,108.989998,108.989998,25888400,,,
20160401,108.779999,110,108.199997,109.989998,109.989998,25874000,,,
20160404,110.419998,112.190002,110.269997,111.120003,111.120003,37356200,,,
20160405,109.510002,110.730003,109.419998,109.809998,109.809998,26578700,,,
20160406,110.230003,110.980003,109.199997,110.959999,110.959999,26404100,,,
20160407,109.949997,110.419998,108.120003,108.540001,108.540001,31801900,,,
20160408,108.910004,109.769997,108.169998,108.660004,108.660004,23581700,,,
20160411,108.970001,110.610001,108.830002,109.019997,109.019997,29407500,,,
20160412,109.339996,110.5,108.660004,110.440002,110.440002,27232300,,,
20160413,110.800003,112.339996,110.800003,112.040001,112.040001,33257300,,,
20160414,111.620003,112.389999,111.330002,112.099998,112.099998,25473900,,,
20160415,112.110001,112.300003,109.730003,109.849998,109.849998,46939000,,,
20160418,108.889999,108.949997,106.940002,107.480003,107.480003,60834000,,,
20160419,107.879997,108,106.230003,106.910004,106.910004,32384900,,,
20160420,106.639999,108.089996,106.059998,107.129997,107.129997,30611000,,,
20160421,106.93,106.93,105.519997,105.970001,105.970001,31552500,,,
20160422,105.010002,106.480003,104.620003,105.68,105.68,33683100,,,
20160425,105,105.650002,104.510002,105.080002,105.080002,28031600,,,
20160426,103.910004,105.300003,103.910004,104.349998,104.349998,56016200,,,
20160427,96,98.709999,95.68,97.82,97.82,114602100,,,
20160428,97.610001,97.879997,94.25,94.830002,94.830002,82242700,,,
20160429,93.989998,94.720001,92.510002,93.739998,93.739998,68531500,,,
20160502,93.970001,94.080002,92.400002,93.639999,93.639999,48160100,,,
20160503,94.199997,95.739998,93.68,95.18,95.18,56831300,,,
20160504,95.199997,95.900002,93.82,94.190002,94.190002,41025500,,,
20160505,94,94.07,92.68,93.239998,93.239998,35890500,,,
20160506,93.370003,93.449997,91.849998,92.720001,92.720001,43458200,,,
20160509,93,93.769997,92.589996,92.790001,92.790001,32936400,,,
20160510,93.330002,93.57,92.110001,93.419998,93.419998,33686800,,,
20160511,93.480003,93.57,92.459999,92.510002,92.510002,28719100,,,
20160512,92.720001,92.779999,89.470001,90.339996,90.339996,76314700,,,
20160513,90,91.669998,90,90.519997,90.519997,44392800,,,
20160516,92.389999,94.389999,91.650002,93.879997,93.879997,61259800,,,
20160517,94.550003,94.699997,93.010002,93.489998,93.489998,46916900,,,
20160518,94.160004,95.209999,93.889999,94.559998,94.559998,42062400,,,
20160519,94.639999,94.639999,93.57,94.199997,94.199997,30442100,,,
20160520,94.639999,95.43,94.519997,95.220001,95.220001,32026000,,,
20160523,95.870003,97.190002,95.669998,96.43,96.43,38018600,,,
20160524,97.220001,98.089996,96.839996,97.900002,97.900002,35140200,,,
20160525,98.669998,99.739998,98.110001,99.620003,99.620003,38168800,,,
20160526,99.68,100.730003,98.639999,100.410004,100.410004,56331200,,,
20160527,99.440002,100.470001,99.25,100.349998,100.349998,36229500,,,
20160531,99.599998,100.400002,98.82,99.860001,99.860001,42307200,,,
20160601,99.019997,99.540001,98.330002,98.459999,98.459999,29173300,,,
20160602,97.599998,97.839996,96.629997,97.720001,97.720001,40191600,,,
20160603,97.790001,98.269997,97.449997,97.919998,97.919998,28062900,,,
20160606,97.989998,101.889999,97.550003,98.629997,98.629997,23292500,,,
20160607,99.25,99.870003,98.959999,99.029999,99.029999,22409500,,,
20160608,99.019997,99.559998,98.68,98.940002,98.940002,20848100,,,
20160609,98.5,99.989998,98.459999,99.650002,99.650002,26601400,,,
20160610,98.529999,99.349998,98.480003,98.830002,98.830002,31712900,,,
20160613,98.690002,99.120003,97.099998,97.339996,97.339996,38020500,,,
20160614,97.32,98.480003,96.75,97.459999,97.459999,31931900,,,
20160615,97.82,98.410004,97.029999,97.139999,97.139999,29445200,,,
20160616,96.449997,97.75,96.07,97.550003,97.550003,31326800,,,
20160617,96.620003,96.650002,95.300003,95.330002,95.330002,61008200,,,
20160620,96,96.57,95.029999,95.099998,95.099998,34411900,,,
20160621,94.940002,96.349998,94.68,95.910004,95.910004,35546400,,,
20160622,96.25,96.889999,95.349998,95.550003,95.550003,29219100,,,
20160623,95.940002,96.290001,95.25,96.099998,96.099998,32240200,,,
20160624,92.910004,94.660004,92.650002,93.400002,93.400002,75311400,,,
20160627,93,93.050003,91.5,92.040001,92.040001,45489600,,,
20160628,92.900002,93.660004,92.139999,93.589996,93.589996,40444900,,,
20160629,93.970001,94.550003,93.629997,94.400002,94.400002,36531000,,,
20160630,94.440002,95.769997,94.300003,95.599998,95.599998,35836400,,,
20160701,95.489998,96.470001,95.330002,95.889999,95.889999,26026500,,,
20160705,95.389999,95.400002,94.459999,94.989998,94.989998,27705200,,,
20160706,94.599998,95.660004,94.370003,95.529999,95.529999,30949100,,,
20160707,95.699997,96.5,95.620003,95.940002,95.940002,25139600,,,
20160708,96.489998,96.889999,96.050003,96.68,96.68,28912100,,,
20160711,96.75,97.650002,96.730003,96.980003,96.980003,23794900,,,
20160712,97.169998,97.699997,97.120003,97.419998,97.419998,24167500,,,
20160713,97.410004,97.669998,96.839996,96.870003,96.870003,25892200,,,
20160714,97.389999,98.989998,97.32,98.790001,98.790001,38919000,,,
20160715,98.919998,99.300003,98.5,98.779999,98.779999,30137000,,,
20160718,98.699997,100.129997,98.599998,99.830002,99.830002,36493900,,,
20160719,99.559998,100,99.339996,99.870003,99.870003,23779900,,,
20160720,100,100.459999,99.739998,99.959999,99.959999,26276000,,,
20160721,99.830002,101,99.129997,99.43,99.43,32702000,,,
20160722,99.260002,99.300003,98.309998,98.660004,98.660004,28313700,,,
20160725,98.25,98.839996,96.919998,97.339996,97.339996,40382900,,,
20160726,96.82,97.970001,96.419998,96.669998,96.669998,56239800,,,
20160727,104.269997,104.349998,102.75,102.949997,102.949997,92344800,,,
20160728,102.830002,104.449997,102.82,104.339996,104.339996,39869800,,,
20160729,104.190002,104.550003,103.68,104.209999,104.209999,27733700,,,
20160801,104.410004,106.150002,104.410004,106.050003,106.050003,38167900,,,
20160802,106.050003,106.07,104,104.480003,104.480003,33816600,,,
20160803,104.809998,105.839996,104.769997,105.790001,105.790001,30202600,,,
20160804,105.580002,106,105.279999,105.870003,105.870003,27408700,,,
20160805,106.269997,107.650002,106.18,107.480003,107.480003,40553400,,,
20160808,107.519997,108.370003,107.160004,108.370003,108.370003,28037200,,,
20160809,108.230003,108.940002,108.010002,108.809998,108.809998,26315200,,,
20160810,108.709999,108.900002,107.760002,108,108,24008500,,,
20160811,108.519997,108.93,107.849998,107.93,107.93,27484500,,,
20160812,107.779999,108.440002,107.779999,108.18,108.18,18660400,,,
20160815,108.139999,109.540001,108.080002,109.480003,109.480003,25868200,,,
20160816,109.629997,110.230003,109.209999,109.379997,109.379997,33794400,,,
20160817,109.099998,109.370003,108.339996,109.220001,109.220001,25356000,,,
20160818,109.230003,109.599998,109.019997,109.080002,109.080002,21984700,,,
20160819,108.769997,109.690002,108.360001,109.360001,109.360001,25368100,,,
20160822,108.860001,109.099998,107.849998,108.510002,108.510002,25820200,,,
20160823,108.589996,109.32,108.529999,108.849998,108.849998,21257700,,,
20160824,108.57,108.75,107.68,108.029999,108.029999,23675100,,,
20160825,107.389999,107.879997,106.68,107.57,107.57,25086200,,,
20160826,107.410004,107.949997,106.309998,106.940002,106.940002,27766300,,,
20160829,106.620003,107.440002,106.290001,106.82,106.82,24970300,,,
20160830,105.800003,106.5,105.5,106,106,24863900,,,
20160831,105.660004,106.57,105.639999,106.099998,106.099998,29662400,,,
20160901,106.139999,106.800003,105.620003,106.730003,106.730003,26701500,,,
20160902,107.699997,108,106.82,107.730003,107.730003,26802500,,,
20160906,107.900002,108.300003,107.510002,107.699997,107.699997,26880400,,,
20160907,107.830002,108.760002,107.07,108.360001,108.360001,42364300,,,
20160908,107.25,107.269997,105.239998,105.519997,105.519997,53002000,,,
20160909,104.639999,105.720001,103.129997,103.129997,103.129997,46557000,,,
20160912,102.650002,105.720001,102.529999,105.440002,105.440002,45292800,,,
20160913,107.510002,108.790001,107.239998,107.949997,107.949997,62176200,,,
20160914,108.730003,113.029999,108.599998,111.769997,111.769997,110888700,,,
20160915,113.860001,115.730003,113.489998,115.57,115.57,89983600,,,
20160916,115.120003,116.129997,114.040001,114.919998,114.919998,79886900,,,
20160919,115.190002,116.18,113.25,113.580002,113.580002,47023000,,,
20160920,113.050003,114.120003,112.510002,113.57,113.57,34514300,,,
20160921,113.849998,113.989998,112.440002,113.550003,113.550003,36003200,,,
20160922,114.349998,114.940002,114,114.620003,114.620003,31074000,,,
20160923,114.419998,114.790001,111.550003,112.709999,112.709999,52481200,,,
20160926,111.639999,113.389999,111.550003,112.879997,112.879997,29869400,,,
20160927,113,113.18,112.339996,113.089996,113.089996,24607400,,,
20160928,113.690002,114.639999,113.43,113.949997,113.949997,29641100,,,
20160929,113.160004,113.800003,111.800003,112.18,112.18,35887000,,,
20160930,112.459999,113.370003,111.800003,113.050003,113.050003,36379100,,,
20161003,112.709999,113.050003,112.279999,112.519997,112.519997,21701800,,,
20161004,113.059998,114.309998,112.629997,113,113,29736800,,,
20161005,113.400002,113.660004,112.690002,113.050003,113.050003,21453100,,,
20161006,113.699997,114.339996,113.129997,113.889999,113.889999,28779300,,,
20161007,114.309998,114.559998,113.510002,114.059998,114.059998,24358400,,,
20161010,115.019997,116.75,114.720001,116.050003,116.050003,36236000,,,
20161011,117.699997,118.690002,116.199997,116.300003,116.300003,64041000,,,
20161012,117.349998,117.980003,116.75,117.339996,117.339996,37586800,,,
20161013,116.790001,117.440002,115.720001,116.980003,116.980003,35192400,,,
20161014,117.879997,118.169998,117.129997,117.629997,117.629997,35652200,,,
20161017,117.330002,117.839996,116.779999,117.550003,117.550003,23624900,,,
20161018,118.18,118.209999,117.449997,117.470001,117.470001,24553500,,,
20161019,117.25,117.760002,113.800003,117.120003,117.120003,20034600,,,
20161020,116.860001,117.379997,116.330002,117.059998,117.059998,24125800,,,
20161021,116.809998,116.910004,116.279999,116.599998,116.599998,23192700,,,
20161024,117.099998,117.739998,117,117.650002,117.650002,23538700,,,
20161025,117.949997,118.360001,117.309998,118.25,118.25,48129000,,,
20161026,114.309998,115.699997,113.309998,115.589996,115.589996,66134200,,,
20161027,115.389999,115.860001,114.099998,114.480003,114.480003,34562000,,,
20161028,113.870003,115.209999,113.449997,113.720001,113.720001,37861700,,,
20161031,113.650002,114.230003,113.199997,113.540001,113.540001,26419400,,,
20161101,113.459999,113.769997,110.529999,111.489998,111.489998,43825800,,,
20161102,111.400002,112.349998,111.230003,111.589996,111.589996,28331700,,,
20161103,110.980003,111.459999,109.550003,109.830002,109.830002,26932600,,,
20161104,108.529999,110.25,108.110001,108.839996,108.839996,30837000,,,
20161107,110.080002,110.510002,109.459999,110.410004,110.410004,32560000,,,
20161108,110.309998,111.720001,109.699997,111.059998,111.059998,24054500,,,
20161109,109.879997,111.32,108.050003,110.879997,110.879997,59176400,,,
20161110,111.089996,111.089996,105.830002,107.790001,107.790001,57134500,,,
20161111,107.120003,108.870003,106.550003,108.43,108.43,34094100,,,
