Date,Open,High,Low,Close,Adj Close,Volume
20150901,499.140015,510,493.429993,496.540009,496.540009,3864500
20150902,505.089996,510.859985,497.720001,510.549988,510.549988,3707100
20150903,514.5,515.840027,502.570007,504.720001,504.720001,3149700
20150904,497.649994,502.850006,495.640015,499,499,2692500
20150908,508.690002,518.349976,508.51001,517.539978,517.539978,3810700
20150909,524,529.950012,515.059998,516.890015,516.890015,4370700
20150910,515.150024,526.130005,514.780029,522.23999,522.23999,2576000
20150911,521.070007,529.440002,520.609985,529.440002,529.440002,3227900
20150914,529.440002,532.450012,518.580017,521.380005,521.380005,3130200
20150915,523.25,527.919983,517.200012,522.369995,522.369995,2865900
20150916,521.97998,528.299988,518.52002,527.390015,527.390015,2252800
20150917,526.97998,546.969971,526.570007,538.869995,538.869995,4169500
20150918,534.619995,546.23999,531.349976,540.26001,540.26001,6160100
20150921,544.330017,549.780029,539.590027,548.390015,548.390015,3283300
20150922,539.710022,543.549988,532.659973,538.400024,538.400024,3841700
20150923,538.299988,541.210022,534,536.070007,536.070007,2237600
20150924,530.549988,534.559998,522.869995,533.75,533.75,3501000
20150925,542.570007,542.799988,521.400024,524.25,524.25,4031000
20150928,520.02002,520.280029,494.329987,504.059998,504.059998,5434500
20150929,506,511.480011,490.5,496.070007,496.070007,4457500
20150930,505.440002,512.799988,501.670013,511.890015,511.890015,4004700
20151001,511,520.799988,506,520.719971,520.719971,3768500
20151002,512.98999,532.599976,508.100006,532.539978,532.539978,4597800
20151005,536.98999,545.909973,536,543.679993,543.679993,3391400
20151006,545.5,551.5,533.330017,537.47998,537.47998,4502800
20151007,541.789978,542,529,541.940002,541.940002,3812100
20151008,536.710022,539.390015,519.890015,533.159973,533.159973,4676400
20151009,534.47998,541.789978,530.27002,539.799988,539.799988,3537400
20151012,539.960022,550.820007,539.799988,550.190002,550.190002,2776100
20151013,546.26001,553.200012,543.099976,548.900024,548.900024,2938000
20151014,551.340027,552.25,539.679993,544.830017,544.830017,3582100
20151015,547.75,563,547,562.440002,562.440002,4937000
20151016,565.27002,570.940002,560.309998,570.76001,570.76001,4315800
20151019,570.76001,579,567.380005,573.150024,573.150024,4375400
20151020,572,573,555.280029,560.880005,560.880005,4327900
20151021,563.869995,565.25,552.52002,555.77002,555.77002,3343600
20151022,562.700012,569.150024,556.669983,563.909973,563.909973,7779400
20151023,617.679993,619.450012,595.359985,599.030029,599.030029,10692700
20151026,602.299988,609.849976,596.289978,608.609985,608.609985,4269700
20151027,608.599976,614.710022,605.530029,611.01001,611.01001,3787100
20151028,612.299988,617.22998,609.5,617.099976,617.099976,3926200
20151029,617.700012,627.539978,615.390015,626.549988,626.549988,3896000
20151030,626.01001,630.719971,625.280029,625.900024,625.900024,3874400
20151102,627.130005,628.630005,620.409973,628.349976,628.349976,2816500
20151103,629.530029,629.890015,622,625.309998,625.309998,3246900
20151104,627.76001,645.929993,627.349976,640.950012,640.950012,4840500
20151105,647.099976,657,643.090027,655.650024,655.650024,4723800
20151106,655,662.26001,652,659.369995,659.369995,4092200
20151109,658.650024,661.960022,647.849976,655.48999,655.48999,4048800
20151110,651.01001,660,647.26001,659.679993,659.679993,3489500
20151111,663.25,675.960022,663.25,673.25,673.25,5387300
20151112,673,675.640015,664.219971,665.599976,665.599976,4284700
20151113,663.570007,667,640.450012,642.349976,642.349976,6261100
20151116,640.919983,649.98999,622.289978,647.809998,647.809998,7435900
20151117,650.650024,653.25,641,643.299988,643.299988,4320200
20151118,646.51001,664.880005,646.369995,663.539978,663.539978,4469800
20151119,664.98999,672.859985,659,661.27002,661.27002,4705200
20151120,667.940002,668.869995,657.570007,668.450012,668.450012,3896100
20151123,671.5,682.77002,670.119995,678.98999,678.98999,4385100
20151124,674.140015,675.799988,661.210022,671.150024,671.150024,4543400
20151125,675,679.700012,671.23999,675.340027,675.340027,2697900
20151127,680.799988,680.98999,672.099976,673.26001,673.26001,1966800
20151130,675.900024,681.289978,664.599976,664.799988,664.799988,5693200
20151201,673.75,681,667.859985,679.059998,679.059998,4751200
20151202,681,684.820007,674.25,676.01001,676.01001,4273500
20151203,679.440002,682.789978,661.47998,666.25,666.25,5064700
20151204,666,674.780029,661.400024,672.640015,672.640015,4534800
20151207,674.73999,675.460022,660.5,669.830017,669.830017,3732800
20151208,663.130005,679.98999,659.789978,677.330017,677.330017,3651900
20151209,678,679,655.679993,664.789978,664.789978,5158200
20151210,665.590027,668.530029,659.559998,662.320007,662.320007,3440200
20151211,651.22998,657.880005,639.619995,640.150024,640.150024,5474400
20151214,641.75,658.590027,635.27002,657.909973,657.909973,4329700
20151215,665.030029,671.5,657.349976,658.640015,658.640015,4753400
20151216,663.559998,677.349976,659.320007,675.77002,675.77002,3964500
20151217,680,682.5,670.650024,670.650024,670.650024,3681600
20151218,668.650024,676.840027,664.130005,664.140015,664.140015,6841300
20151221,668.5,669.900024,658.929993,664.51001,664.51001,3250900
20151222,666.830017,668.48999,659.26001,663.150024,663.150024,2667800
20151223,666.5,666.599976,656.630005,663.700012,663.700012,2722900
20151224,663.349976,664.679993,660.599976,662.789978,662.789978,1091200
20151228,665.559998,675.5,665.5,675.200012,675.200012,3783600
20151229,677.97998,696.440002,677.890015,693.969971,693.969971,5735000
20151230,691.890015,695.48999,686.380005,689.070007,689.070007,3519000
20151231,686.080017,687.75,675.890015,675.890015,675.890015,3718200
20160104,656.289978,657.719971,627.51001,636.98999,636.98999,9314500
20160105,646.859985,646.909973,627.650024,633.789978,633.789978,5822600
20160106,622,639.789978,620.309998,632.650024,632.650024,5329200
20160107,621.799988,630,605.210022,607.940002,607.940002,7074900
20160108,619.659973,624.140015,606,607.049988,607.049988,5512900
20160111,612.47998,619.849976,598.570007,617.73999,617.73999,4891600
20160112,625.25,625.98999,612.23999,617.890015,617.890015,4724100
20160113,620.880005,620.880005,579.159973,581.809998,581.809998,7655200
20160114,580.25,602.25,569.880005,593,593,7238000
20160115,572.23999,584.619995,565.299988,570.179993,570.179993,7754500
20160119,577.090027,584,566.450012,574.47998,574.47998,4807200
20160120,564.359985,578.450012,547.179993,571.77002,571.77002,7966400
20160121,573.580017,588.809998,568.219971,575.02002,575.02002,4952200
20160122,588.72998,600.099976,584.109985,596.380005,596.380005,5120100
20160125,597.98999,608.5,594.559998,596.530029,596.530029,4396100
20160126,603.450012,604.5,590.380005,601.25,601.25,3765700
20160127,601.98999,603.390015,578.780029,583.349976,583.349976,5152900
20160128,608.369995,638.059998,597.549988,635.349976,635.349976,14015200
20160129,571.97998,593,570,587,587,14677600
20160201,578.150024,581.799988,570.309998,574.809998,574.809998,6355100
20160202,570,571.559998,550.090027,552.099976,552.099976,6312000
20160203,553.5,556,521.900024,531.070007,531.070007,10048700
20160204,525,538.98999,519.219971,536.26001,536.26001,6199100
20160205,529.280029,529.450012,499.190002,502.130005,502.130005,9708900
20160208,486.470001,493.5,475.209991,488.100006,488.100006,9825500
20160209,478.01001,498.380005,474,482.070007,482.070007,7077900
20160210,491.76001,504.660004,486,490.480011,490.480011,6786200
20160211,491.170013,509.299988,484,503.820007,503.820007,7397400
20160212,510.700012,516.75,501.48999,507.079987,507.079987,5384800
20160216,519.47998,524.450012,511.660004,521.099976,521.099976,5118500
20160217,528.73999,537.47998,519.390015,534.099976,534.099976,4824000
20160218,541.190002,541.200012,523.72998,525,525,4735000
20160219,520.710022,535.950012,515.349976,534.900024,534.900024,4974700
20160222,542.200012,560.650024,541.080017,559.5,559.5,5566600
20160223,555.549988,556.909973,545.330017,552.940002,552.940002,4050800
20160224,545.75,554.27002,533.150024,554.039978,554.039978,6231700
20160225,555.52002,559.390015,545.289978,555.150024,555.150024,4525500
20160226,560.119995,562.5,553.169983,555.22998,555.22998,4877000
20160229,554,564.809998,552.51001,552.52002,552.52002,4145400
20160301,556.289978,579.25,556,579.039978,579.039978,5038500
20160302,581.75,585,573.700012,580.210022,580.210022,4582200
20160303,577.960022,579.869995,573.109985,577.48999,577.48999,2741300
20160304,581.070007,581.400024,571.070007,575.140015,575.140015,3416500
20160307,573.539978,573.630005,555.549988,562.799988,562.799988,4926900
20160308,557.869995,571.349976,554.73999,560.26001,560.26001,4730000
20160309,559.559998,560.349976,550.130005,559.469971,559.469971,4377300
20160310,566.73999,567,547.900024,558.929993,558.929993,3919900
20160311,566.950012,570.059998,562.72998,569.609985,569.609985,3771300
20160314,567,576.890015,563.049988,573.369995,573.369995,3454200
